,date,title,url,area,news,image,keywords,summy
82,6th Dec 2018,Live webcasting at all polling stations in Hyderabad,https://telanganatoday.com/live-webcasting-at-all-polling-stations-in-hyderabad,hyderabad,"Home » Hyderabad » Live webcasting at all polling stations in Hyderabad
Live webcasting at all polling stations in Hyderabad
There are 40.57 lakh voters in Hyderabad and 98 per cent distribution of voter slips to the voters has been completed,.
AddThis Sharing Buttons
Pinterest
By Author S. Sandeep Kumar   |  Published: 6th Dec 2018  11:57 pm
Polling duty officers getting ready with the ballot boxes ahead of the polls at Kotla Vijayabhaskar Reddy Stadium. —Photo: Surya Sridhar
Hyderabad: All arrangements for the smooth conduct of polling for the assembly elections in Hyderabad have been put in place, said the District Election Officer and GHMC Commissioner, M Dana Kishore.
There are 40.57 lakh voters in Hyderabad and 98 per cent distribution of voter slips to the voters has been completed, he said. A total of 313 candidates are in fray for the 15 assembly constituencies.
The process of allocation of Electronic Voting Machines, deployment of police personnel, provision of basic amenities, including those for specially abled persons have been completed at all the 3873 polling centres in Hyderabad.
The DEO visited LB Stadium here on Thursday and inspected the DRC centres for Nampally and Musheerabad constituencies. As many as 4468 control units, 8574 ballot units, 4861 VVPATs have been distributed for conducting the polls.
Micro observers have been deployed at the 532 critical polling locations identified in the city besides installation of surveillance cameras on the premises of such locations, he said.
Live webcasting is provided at all polling stations and 1404 critical polling stations, 532 critical locations and 17 polling centres have been identified as problematic centres, Kishore said.
In each Assembly constituency, two model polling stations have been arranged. All polling stations are equipped with ramps for the convenience of the specially abled voters. Free transportation is also being arranged for such persons to cast their vote at their respective polling station.
To verify your name in the election roll:
Send SMS to 9223166166
TS <SPACE> VOTE <SPACE> VOTERID NO
Example:- TS VOTE ABC1234567
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/voter-1-430x267.jpg,"['hyderabad', 'voters', 'stations', 'vote', 'persons', 'space', 'polling', 'centres', 'voter', 'webcasting', 'station', 'live', 'election']","Live webcasting is provided at all polling stations and 1404 critical polling stations, 532 critical locations and 17 polling centres have been identified as problematic centres, Kishore said.
In each Assembly constituency, two model polling stations have been arranged.
All polling stations are equipped with ramps for the convenience of the specially abled voters.
It has voter details and one can find the polling station using the voter ID or name and district.
The best route to the polling station, how to reach and the nearest polling station, police station and bus stop details too are available."
83,10th Sep 2018,How to enroll in Telangana voter list,https://telanganatoday.com/how-to-enroll-in-telangana-voter-list,hyderabad,"Home » News » How to enroll in Telangana voter list
How to enroll in Telangana voter list
AddThis Sharing Buttons
By Author TelanganaToday   |  Published: 10th Sep 2018  2:36 pmUpdated: 10th Sep 2018  2:37 pm
Representational image
With the recent dissolution of the legislative assembly of Telangana about eight months before the end of the term, the state is likely to witness elections near the end of 2018. In order to vote in the elections, every citizen needs to be enrolled in the state voter list and needs to have a voter ID. It has become really easy now to enroll in the voter list, as it can be done with a few clicks online.
Here’s how you can enrol your name on the voter list:
Visit the website of the Chief Electoral Officer , Telangana and click on the ‘E-registration’ tab on the top of the homepage.
Select the ‘Assembly Constituency’ tab from the drop down menu and choose the ‘ Form 6 ’ from the options given there.
In the form, select the option ‘As a first time voter’.
Accurately fill the form with the required personal details, like name, address, date of birth, etc.
Upload scanned copies of the required documents for proof of address and age, along with a photograph of the applicant.
Click submit.
The applicant will then receive an application reference number that serves as a receipt as well as a tracking number.
After the application is processed, a Booth Level Officer will visit to verify the details.
Upon successful verification, the voter ID card will be sent by post to the address that has been mentioned.
Important pointers for voters:
If the individual is a citizen of Telangana and already has a voter ID card but it is from a place other than Telangana and he/she has moved back to the state; enrolling in the voter list here is simple. It’s the same as above but instead of selecting the ‘As a first time voter’, select the ‘due to shifting from another constituency’.
On the same website, the ‘ Form 8 ’ under the ‘Assembly Constituency’ tab can be used for corrections in the voter ID. If there is a correction in the name, date of birth, address, etc, the Form 8 can be filled with the necessary details and the voter ID will be corrected.
If any individual has shifted their residence within the same constituency, then ‘ Form 8A ’ can be used to transfer their name to a relevant part of the voter roll in the same constituency.
The status of one’s application can be checked under the ‘Assembly Constituency’ tab by clicking on ‘Know Your Status’.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2018/09/Screen-Shot-2018-09-10-at-2.35.55-PM-475x267.png,"['form', 'tab', 'assembly', 'state', 'enroll', 'list', 'constituency', 'voter', 'address', 'id', 'telangana']","In order to vote in the elections, every citizen needs to be enrolled in the state voter list and needs to have a voter ID.
It has become really easy now to enroll in the voter list, as it can be done with a few clicks online.
Important pointers for voters:If the individual is a citizen of Telangana and already has a voter ID card but it is from a place other than Telangana and he/she has moved back to the state; enrolling in the voter list here is simple.
On the same website, the ‘Form 8’ under the ‘Assembly Constituency’ tab can be used for corrections in the voter ID.
The status of one’s application can be checked under the ‘Assembly Constituency’ tab by clicking on ‘Know Your Status’."
84,5th Dec 2018,EC approves 7 more polling stations in Hyderabad,https://telanganatoday.com/ec-approves-7-more-polling-stations-in-hyderabad,hyderabad,"Home » Hyderabad » EC approves 7 more polling stations in Hyderabad
EC approves 7 more polling stations in Hyderabad
AddThis Sharing Buttons
Pinterest
By Author TelanganaToday   |  Published: 5th Dec 2018  11:33 pm
Hyderabad: Election Commission of India (ECI) has approved creation of seven additional polling stations proposed by Hyderabad District Election Officer for conduct of elections where the voting strength exceeded 1,500 in a polling station under the continuous updation of electoral rolls.
ECI has also allowed the DEO to continue the existing polling stations with above 1,400 voters and below 1,500 voters as per manual on the Polling Stations 2016. With constant increase in the electorate, the Commission has allowed 1,500 electors in some States and instructed to take immediate necessary action in the matter.
District Election Officer, Dana Kishore has requested the voters to verify their name and polling station in the ECI website www.nvsp.in , CEO website www.ceotelangana.nic.in , Naa Vote app, My GHMC app and GHMC website www.ghmc.nic.in and exercise their vote.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2017/12/Telangana-Tday-News.jpg,"['hyderabad', 'voters', 'approves', 'stations', 'ghmc', 'ec', '1500', 'vote', 'polling', 'station', 'website', 'election', 'officer']","By | Published: 11:33 pmHyderabad: Election Commission of India (ECI) has approved creation of seven additional polling stations proposed by Hyderabad District Election Officer for conduct of elections where the voting strength exceeded 1,500 in a polling station under the continuous updation of electoral rolls.
ECI has also allowed the DEO to continue the existing polling stations with above 1,400 voters and below 1,500 voters as per manual on the Polling Stations 2016.
With constant increase in the electorate, the Commission has allowed 1,500 electors in some States and instructed to take immediate necessary action in the matter.
District Election Officer, Dana Kishore has requested the voters to verify their name and polling station in the ECI website www.nvsp.in, CEO website www.ceotelangana.nic.in, Naa Vote app, My GHMC app and GHMC website www.ghmc.nic.in and exercise their vote."
85,6th Dec 2018,Alternative ID cards for Telangana voters: Here’s the list,https://telanganatoday.com/alternative-id-cards-for-telangana-voters-heres-the-list,hyderabad,"By Author TelanganaToday   |  Published: 6th Dec 2018  12:42 am
Representational Image
Hyderabad: To exercise their franchise in the Assembly elections, voters who do not have the EPIC card can use any of the alternative documents on December 7, informed the Hyderabad District Election Office here on Wednesday.
The alternative documents that can be produced to prove identity include:
* Passport
* Service ID cards with photograph issued by Central/State governments, PSU/post office
* PAN card
* Smart card issued by RGI under NPR
* MNREGA job card
* Health insurance smart card issued by Ministry of Labour
* Pension document with photograph
* Authenticated photo voter slip issued by election machinery
* Aadhaar card
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/Voter-ID-476x267.jpg,"['cards', 'alternative', 'photograph', 'voters', 'issued', 'documents', 'smart', 'wednesdaythe', 'list', 'heres', 'office', 'card', 'id', 'telangana', 'election']","By | Published: 12:42 amHyderabad: To exercise their franchise in the Assembly elections, voters who do not have the EPIC card can use any of the alternative documents on December 7, informed the Hyderabad District Election Office here on Wednesday.
The alternative documents that can be produced to prove identity include:* Passport* Driving License* Service ID cards with photograph issued by Central/State governments, PSU/post office* PAN card* Smart card issued by RGI under NPR* MNREGA job card* Health insurance smart card issued by Ministry of Labour* Pension document with photograph* Authenticated photo voter slip issued by election machinery* Aadhaar card"
86,,Place an Ad,https://telanganatoday.com/place-an-ad,hyderabad,"Ph: +91 40 2329 1115/1155
Email :advt@ntnews.com 
Asst. General Manager – Metros & Corporate,
Mobile: +91 91827 77771
",https://cdn.telanganatoday.com/wp-content/uploads/2017/12/Telangana-Tday-News.jpg,"['cent', 'polls', 'assembly', 'place', 'elections', 'polling', 'ad', 'telangana', 'hours']",Assembly Elections Telangana Polls: Nine per cent polling in first two hours
87,7th Dec 2018,BJYM vice president taken into custody in Hyderabad,https://telanganatoday.com/bjym-vice-president-taken-into-custody-in-hyderabad#content,hyderabad,"Home » Hyderabad » BJYM vice president taken into custody in Hyderabad
BJYM vice president taken into custody in Hyderabad
AddThis Sharing Buttons
Pinterest
By Author TelanganaToday   |  Published: 7th Dec 2018  1:48 pm
Hyderabad: The Alwal police have taken Bharatiya Janata Yuva Morcha (BJYM) vice president TM Sai Kumar into preventive custody at a polling station in Malkajgiri constituency here on Friday.
Officials said recently, Sai Kumar had allegedly posted some derogatory content against a TRS leader on social media.
The police took him into custody after he cast his vote and was moving in the vicinity of the polling station. Officials said he would be released later.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2017/12/Telangana-Tday-News.jpg,"['hyderabad', 'kumar', 'president', 'sai', 'trs', 'vote', 'custody', 'polling', 'yuva', 'bjym', 'taken', 'vicinity', 'station', 'vice']","By | Published: 1:48 pmHyderabad: The Alwal police have taken Bharatiya Janata Yuva Morcha (BJYM) vice president TM Sai Kumar into preventive custody at a polling station in Malkajgiri constituency here on Friday.
Officials said recently, Sai Kumar had allegedly posted some derogatory content against a TRS leader on social media.
The police took him into custody after he cast his vote and was moving in the vicinity of the polling station.
Officials said he would be released later."
88,7th Dec 2018,Soch ‘Red Dot Sale’ is back!,https://telanganatoday.com/soch-red-dot-sale-is-back,hyderabad,"Home » Lifestyle » Fashion » Soch ‘Red Dot Sale’ is back!
Soch ‘Red Dot Sale’ is back!
AddThis Sharing Buttons
Pinterest
By Author Agencies   |  Published: 7th Dec 2018  7:48 pm
The one-stop destination for all ethnic needs, Soch, has announced its ‘Red Dot Sale’ across all outlets in India starting December 4.
The sale will feature attractive discounts up to 50 per cent on a range of saris, salwar kameezes, kurtis, and ready-to-stitch material from existing as well as fresh collections specially introduced for this limited period offer.
Layered kurtis with contemporary prints, kurtis paired with exquisite stoles, edgy dhoti pants along with peplum tops, suits with traditional Banarasi dupattas and saris in a multitude of weaves are all available.
Also, some of the brand’s most coveted collections will be part of the ‘Red Dot Sale’ including Week Wear, Diya, Ayesha, Reyna, Adya, Ora, Aida, Trisha, Simran, Radha, Inaya, Seher, Myra, Tia and Leila.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/Untitled-1-65-283x267.jpg,"['weaves', 'week', 'kurtis', 'sale', 'red', 'saris', 'wear', 'trisha', 'soch', 'collections', 'dot']","By | Published: 7:48 pmThe one-stop destination for all ethnic needs, Soch, has announced its ‘Red Dot Sale’ across all outlets in India starting December 4.
The sale will feature attractive discounts up to 50 per cent on a range of saris, salwar kameezes, kurtis, and ready-to-stitch material from existing as well as fresh collections specially introduced for this limited period offer.
Layered kurtis with contemporary prints, kurtis paired with exquisite stoles, edgy dhoti pants along with peplum tops, suits with traditional Banarasi dupattas and saris in a multitude of weaves are all available.
Also, some of the brand’s most coveted collections will be part of the ‘Red Dot Sale’ including Week Wear, Diya, Ayesha, Reyna, Adya, Ora, Aida, Trisha, Simran, Radha, Inaya, Seher, Myra, Tia and Leila."
89,7th Dec 2018,PC adds Jonas to surname on Insta,https://telanganatoday.com/pc-adds-jonas-to-surname-on-insta,hyderabad,"Home » Entertainment » PC adds Jonas to surname on Insta
PC adds Jonas to surname on Insta
There is no change to her name on Twitter and Facebook
AddThis Sharing Buttons
Pinterest
By Author IANS   |  Published: 7th Dec 2018  7:33 pm
Bollywood diva Priyanka Chopra is now Priyanka Chopra Jonas on Instagram. There is, however, no change on Twitter and Facebook.
The name change comes just one day after Priyanka and Nick Jonas tied the knot last made their first appearance as a married couple at the launch party of Bumble, a dating application, in New Delhi. Bumble was launched in India officially at an event.
Priyanka and Nick have had three-day wedding festivities at Jodhpur’s royal Umaid Bhawan Palace, where they exchanged wedding vows as per both Christian and Hindu rituals in two separate ceremonies.
Their pre-wedding rituals at the celebrations, which saw participation from just a little over 200 guests, included a “mehendi” (henna) ceremony. There was also a glitzy musical evening.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/Untitled-1-64-258x267.jpg,"['surname', 'adds', 'insta', 'pc', 'bumble', 'rituals', 'nick', 'umaid', 'vows', 'priyanka', 'wedding', 'change', 'chopra', 'jonas']","By | Published: 7:33 pmBollywood diva Priyanka Chopra is now Priyanka Chopra Jonas on Instagram.
There is, however, no change on Twitter and Facebook.
The name change comes just one day after Priyanka and Nick Jonas tied the knot last made their first appearance as a married couple at the launch party of Bumble, a dating application, in New Delhi.
Priyanka and Nick have had three-day wedding festivities at Jodhpur’s royal Umaid Bhawan Palace, where they exchanged wedding vows as per both Christian and Hindu rituals in two separate ceremonies.
Their pre-wedding rituals at the celebrations, which saw participation from just a little over 200 guests, included a “mehendi” (henna) ceremony."
90,7th Dec 2018,Warangal Urban: Mother’s death did not stop sons from voting,https://telanganatoday.com/warangal-urban-mothers-death-did-not-stop-sons-from-voting,hyderabad,"Pinterest
By Author TelanganaToday   |  Published: 7th Dec 2018  7:31 pm
Warangal Urban: Demise of their mother did not hold them back from exercising their right to vote. One Jakku Rajyalakshmi (85) died on Thursday evening at Guduru village in Kamalapur mandal in the district due to age related illness. However, her sons – Manohara Swamy, Raju and Sampath – casted their vote on Friday, while the body of their mother was still at the house, garnering appreciation from officials and villagers alike.
Man dies at polling station
Meanwhile, 55-year-old Perumandla Swamy, a resident of Paidiapally village in Warangal mandal died at a local polling station after casting his vote. Swamy, who came to the polling station on his own, was returning from the polling station but he suddenly collapsed and died on the spot. It is learnt that he suffered cardiac arrest and he is survived by wife and two sons.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2017/12/Telangana-Tday-News.jpg,"['wife', 'voting', 'urban', 'death', 'village', 'vote', 'sons', 'swamy', 'died', 'stop', 'polling', 'mother', 'mandal', 'warangal', 'station', 'mothers']","By | Published: 7:31 pmWarangal Urban: Demise of their mother did not hold them back from exercising their right to vote.
One Jakku Rajyalakshmi (85) died on Thursday evening at Guduru village in Kamalapur mandal in the district due to age related illness.
Man dies at polling stationMeanwhile, 55-year-old Perumandla Swamy, a resident of Paidiapally village in Warangal mandal died at a local polling station after casting his vote.
Swamy, who came to the polling station on his own, was returning from the polling station but he suddenly collapsed and died on the spot.
It is learnt that he suffered cardiac arrest and he is survived by wife and two sons."
91,7th Dec 2018,Etela’s father’s name missing from voters list,https://telanganatoday.com/etelas-fathers-name-missing-from-voters-list,hyderabad,"Pinterest
By Author TelanganaToday   |  Published: 7th Dec 2018  7:19 pm
Warangal Urban: The name of Mallaiah, father of Minister Etela Rajender, and his sister Poolamma’s name were missing from the voter’s list at Kamalapur. The issue courted discussion as many people alleged that their names were missing from the voters list because of the negligence of Booth Level Officers.
Meanwhile, the villagers of Tupakulagudem in Mulugu constituency of Jayashankar Bhupalpally staged a dharna and tried to gherao tahsildar alleging that the officials removed the names of nearly 100 people from the list.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2017/12/Telangana-Tday-News.jpg,"['voters', 'tupakulagudem', 'urban', 'staged', 'names', 'etelas', 'list', 'fathers', 'missing', 'tahsildar', 'villagers', 'tried']","By | Published: 7:19 pmWarangal Urban: The name of Mallaiah, father of Minister Etela Rajender, and his sister Poolamma’s name were missing from the voter’s list at Kamalapur.
The issue courted discussion as many people alleged that their names were missing from the voters list because of the negligence of Booth Level Officers.
Meanwhile, the villagers of Tupakulagudem in Mulugu constituency of Jayashankar Bhupalpally staged a dharna and tried to gherao tahsildar alleging that the officials removed the names of nearly 100 people from the list."
92,7th Dec 2018,Next Enti?: A cliched gender stereotyping mess,https://telanganatoday.com/next-enti-a-cliched-gender-stereotyping-mess,hyderabad,"Home » Reviews » Next Enti?: A cliched gender stereotyping mess
Next Enti?: A cliched gender stereotyping mess
Director: Kunal Kohli Cast: Sundeep Kishan, Tamannaah, Navdeep, Sarath Babu
AddThis Sharing Buttons
By Author Siddharth Rao   |  Published: 7th Dec 2018  7:16 pmUpdated: 7th Dec 2018  7:20 pm
Source: Twitter
From the very first scene itself, something seems off and unnatural. The film starts with Tammy (Tamannaah) and Sanju (Sundeep Kishan) conversing in a flirty and sassy way that’s seen a lot in the first-meeting scenes in many Hollywood films and this, coming from a Telugu film, seems very unnatural. This film like meeting an American NRI kid for the first time and being confused after seeing their foreign body language in an Indian body. The entire film is like that, it just doesn’t feel right.
The first scene also has the lead characters talking to each other about how ‘abbailu andaru inthe and ammailu andaru inthe’, and that’s just the beginning of gender stereotyping in this film.
Right after the first conversation between the two, the narrative jumps to six months down the line when the two are living together but evidently nothing happens between them and that results in their breakup. Tammy starts dating a much older divorcee Krish (Navdeep) who comes, has a few long drawn sleep inducing conversations with Tammy and then is dumped by her for reasons best known to him. Sanju tries his hand at an arranged marriage where tries being with the girl and eventually breaks up with her for a reason that is extremely cliched. Then there’s an interval bang that’s just a grasping-at-straws attempt at an interval bang.
It would have gone a long way if the film focused more on the development of characters instead of trying to emphasize and constantly reiterate on gender stereotypes. The storyline is very similar to Love Aaj Kal, in the sense that the lead pair meets, hits it off, dates, breaks up, tries other people and finally comes back to each other but lacks the characterisation that Love Aaj Kal has. Because of this, the crucial connect factor is lost, as the viewers don’t have anything they can relate to in this film. This genre worked to an extent in Bollywood with the likes of Imran Khan, Saif Ali Khan, etc, but the closest a Telugu film got to this genre is probably Orange.
As far as the performances go, Sarath Babu is the only person who can be credited with good performance in this film. Sundeep Kishan’s Sanju and Tamannaah’s Tammy are disappointing and it is surprising, especially Sundeep’s performance, considering how well he performed in his previous films. Their performances seem very exaggerated and caricatured. The narrative falls flat at many points and the songs popping up every few minutes again take the attention away.
The camera work is the only aspect of the film that feels professional, as it has pretty amazing shots. Manish Chandra has done a very commendable job with the camera.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/Next-Enti-323x267.jpg,"['gender', 'mess', 'unnatural', 'film', 'sundeep', 'tries', 'stereotyping', 'cliched', 'telugu', 'enti', 'way', 'starts', 'thats', 'sanju', 'tammy']","The first scene also has the lead characters talking to each other about how ‘abbailu andaru inthe and ammailu andaru inthe’, and that’s just the beginning of gender stereotyping in this film.
Tammy starts dating a much older divorcee Krish (Navdeep) who comes, has a few long drawn sleep inducing conversations with Tammy and then is dumped by her for reasons best known to him.
Sanju tries his hand at an arranged marriage where tries being with the girl and eventually breaks up with her for a reason that is extremely cliched.
This genre worked to an extent in Bollywood with the likes of Imran Khan, Saif Ali Khan, etc, but the closest a Telugu film got to this genre is probably Orange.
The camera work is the only aspect of the film that feels professional, as it has pretty amazing shots."
93,7th Dec 2018,"Polling comes to a close, peaceful voting across TS",https://telanganatoday.com/polling-comes-to-a-close-peaceful-voting-across-ts,hyderabad,"Home » Telangana » Polling comes to a close, peaceful voting across TS
Polling comes to a close, peaceful voting across TS
While the official state-wide average polling percentage at 3 p.m. was reported by election officials as 56.17, the final numbers are expected to be somewhere in the upper sixties.
AddThis Sharing Buttons
By Author TelanganaToday   |  Published: 7th Dec 2018  5:21 pmUpdated: 7th Dec 2018  6:12 pm
People standing in queue to cast their vote in Jubilee Hills area of Hyderabad. Photo:Hrudayanand
Hyderabad: The first ever polls for the Telangana State Legislative Assembly came to a peaceful end at 5 p.m. on Friday with no reports of any major untoward incidents or disturbances.
Polling was held in all the 119 constituencies in the State to elect members to the Assembly. Though the polling officially ended at 5 p.m., anyone who was in a line to vote at a polling station at the time of closing, will be allowed to vote, elections officials have said. Reports of long queues have been reported from many places in the state at the end of the polling hours that began at 7 a.m.
Counting of votes and declaration of results are scheduled for December 11.
While the official state-wide average polling percentage at 3 p.m. was reported by election officials as 56.17, the final numbers are expected to be somewhere in the upper sixties. Election Commission officials are expected to release the final polling percentage around 6 p.m.
As many as 1,821 candidates are in the fray from 119 constituencies.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/polling-1-456x267.jpg,"['officials', 'percentage', 'reports', 'voting', 'close', 'peaceful', 'state', 'comes', 'vote', 'reported', 'final', 'polling', 'end', 'expected', 'ts']","Polling was held in all the 119 constituencies in the State to elect members to the Assembly.
Though the polling officially ended at 5 p.m., anyone who was in a line to vote at a polling station at the time of closing, will be allowed to vote, elections officials have said.
Reports of long queues have been reported from many places in the state at the end of the polling hours that began at 7 a.m.
While the official state-wide average polling percentage at 3 p.m. was reported by election officials as 56.17, the final numbers are expected to be somewhere in the upper sixties.
Election Commission officials are expected to release the final polling percentage around 6 p.m.As many as 1,821 candidates are in the fray from 119 constituencies."
94,7th Dec 2018,"KTR, Akbaruddin cast vote",https://telanganatoday.com/ktr-akbaruddin-cast-vote,hyderabad,"Home » Hyderabad » KTR, Akbaruddin cast vote
KTR, Akbaruddin cast vote
Pinterest
By Author TelanganaToday   |  Published: 7th Dec 2018  12:17 pmUpdated: 7th Dec 2018  1:52 pm
Hyderabad: IT and Industries Minister KT Rama Rao cast his vote at the St. Nizami’s High School in Banjara Hills on Friday. Rao’s wife Shailima cast her vote at St. Anthony’s High School in Himayatnagar.
AIMIM leader Akbaruddin Owaisi, who is contesting from Chandrayangutta, also cast his vote at Banjara Hills.
Video:
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/KTR-and-Akbar-405x267.jpg,"['banjara', 'st', 'wife', 'cast', 'vote', 'raos', 'shailima', 'high', 'rao', 'ktr', 'school', 'akbaruddin']","By | Published: 12:17 pm 1:52 pmHyderabad: IT and Industries Minister KT Rama Rao cast his vote at the St. Nizami’s High School in Banjara Hills on Friday.
Rao’s wife Shailima cast her vote at St. Anthony’s High School in Himayatnagar.
AIMIM leader Akbaruddin Owaisi, who is contesting from Chandrayangutta, also cast his vote at Banjara Hills."
95,7th Dec 2018,"Governor, ministers take part in voting",https://telanganatoday.com/governor-ministers-take-part-in-voting,hyderabad,"Home » Telangana » Governor, ministers take part in voting
Governor, ministers take part in voting
Chief Secretary S K Joshi took part in voting at Prasashan nagar polling station. He was among the early birds who joined the queue line.
AddThis Sharing Buttons
Pinterest
By Author TelanganaToday   |  Published: 7th Dec 2018  11:16 am
Actor Junior NTR, Minister for Irrigation T Harish Rao ,Chief Secretary S K Joshi took part in voting on Friday
Hyderabad: Governor ESL Narasimhan and lady governor Vimala Narasimhan participated in voting at Somajiguda Polling station (ICDS Anganwadi Center, Rajnagar M S Maqtha).
Chief Secretary S K Joshi took part in voting at Prasashan nagar polling station. He was among the early birds who joined the queue line.
Minister for Irrigation T Harish Rao and his wife cast their votes at booth No 107 in Siddipet town.
Nizamabad MP K Kavita exercised her franchise at Pothangal village polling station in Navipet mandal of Bodhan Assembly constituency. She joined the voters queue along with her family members and waited for her turn to cast her vote.
The Minister for Agriculture, Pocharam Srinivas Reddy has cast his vote in Pocharam village in Nizamabad district.
The Roads and Buildings Minister Thummala Nageswar Rao took part in voting at Gollagudem polling station in Khammam rural mandal, while Kandala Upender Reddy, Congress nominee for Palair assembly constituency voted in his native village Rajupet in Kusumanchi mandal.
Polling started late by one hour in Sathakkapali ( Booth No 42) in Ibrahimpatnam mandal of Karimnagar district due to technical problem with the EVM. Polling got delayed by 45 minutes in Sitapur polling station of Alaiar assembly constituency.
RTC Chairman, Somarapu Satyannrayana and his wife took part in voting in Godavaraikhani. Film actor Junior NT Rama Rao exercised his franchise
Cash seizures continued even on the day of polling. Police seized currency notes worth Rs 49 lack stuffed in a in a spare tyre of a car in Bonakal mandal of Khammam district. The cash was allegedly dispatched from Ibrahimpatnam and intended for delivery at TDP office in Khammam.
AddThis Sharing Buttons
",https://cdn.telanganatoday.com/wp-content/uploads/2018/12/ministers-voting-267x267.jpg,"['governor', 'voting', 'village', 'assembly', 'took', 'cast', 'polling', 'khammam', 'mandal', 'ministers', 'station', 'rao']","By | Published: 11:16 amHyderabad: Governor ESL Narasimhan and lady governor Vimala Narasimhan participated in voting at Somajiguda Polling station (ICDS Anganwadi Center, Rajnagar M S Maqtha).
Chief Secretary S K Joshi took part in voting at Prasashan nagar polling station.
Nizamabad MP K Kavita exercised her franchise at Pothangal village polling station in Navipet mandal of Bodhan Assembly constituency.
Polling got delayed by 45 minutes in Sitapur polling station of Alaiar assembly constituency.
RTC Chairman, Somarapu Satyannrayana and his wife took part in voting in Godavaraikhani."
